Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
SC4_7053934	0.00556	-6.8503E-3	0.00332	-1.1201E-2	-3.7581E-3
SC4_7121259	-1.7806E-3	-3.8329E-4	5.7582E-4	4.2099E-4	0.00422
SC4_7121283	-1.2662E-3	-1.2624E-3	0.0014	-5.9066E-4	0.0054
SC4_7151373	0.00377	0.00415	3.8676E-4	-2.246E-3	-4.4383E-3
SC4_7151391	0.00656	0.00366	0.00139	0.00183	3.8877E-5
SC4_7151506	0.00247	0.00367	0.00194	-5.4069E-3	-2.9868E-3
SC4_7151513	0.00247	0.00367	0.00194	-5.4069E-3	-2.9868E-3
SC4_7151544	0.00267	0.00358	9.6244E-4	-5.774E-3	-1.3282E-4
SC4_7241237	0.0025	-4.453E-3	-9.2068E-4	0.00143	-3.2509E-3
SC4_7245200	-5.9904E-3	0.00585	-2.7342E-3	-8.2426E-4	-1.3194E-4
SC4_7245209	-5.9904E-3	0.00585	-2.7342E-3	-8.2426E-4	-1.3194E-4
SC4_7259904	0.00626	-3.325E-3	0.00705	0.0052	0.00716
SC4_7266740	-1.3935E-3	-2.547E-3	-6.6436E-4	-1.3895E-3	0.00123
SC4_7266743	-1.7433E-3	-2.0117E-3	-5.0529E-4	0.00136	-1.4415E-3
SC4_7266777	-1.7433E-3	-2.0117E-3	-5.0529E-4	0.00136	-1.4415E-3
SC4_7306535	0.00695	0.00326	0.00206	0.00628	-3.529E-3
SC4_7306545	0.00695	0.00326	0.00206	0.00628	-3.529E-3
SC4_7313310	0.00537	0.00592	0.00537	-3.4442E-3	0.00576
SC4_7315197	0.00504	-1.6281E-3	-1.3831E-4	0.00385	0.00425
SC4_7336418	-1.7208E-3	7.33E-5	-1.2941E-3	7.0726E-4	-1.2155E-3
SC4_7336426	-1.7208E-3	7.33E-5	-1.2941E-3	7.0726E-4	-1.2155E-3
SC4_7354470	0.00545	-2.1831E-3	0.00114	-7.671E-3	9.0193E-4
SC4_7354725	0.00627	0.00219	0.00161	-6.0081E-3	9.723E-4
SC4_7354726	0.00627	0.00219	0.00161	-6.0081E-3	9.723E-4
SC4_7356081	0.00587	0.00214	0.00125	-5.3688E-3	9.3283E-4
SC4_7382522	0.0029	7.5134E-4	0.00116	-1.7922E-3	-5.7099E-3
SC4_7382556	0.00576	0.0032	0.0022	-1.3649E-3	-5.3801E-3
SC4_7423451	-6.7545E-3	0.00115	-1.6487E-3	9.7965E-4	-7.6236E-3
SC4_7434521	0.00986	-3.5617E-3	-2.4281E-3	-5.5297E-3	0.01217
SC4_7475565	0.00572	0.00162	-2.054E-3	-1.4993E-3	0.00646
SC4_7475566	0.00572	0.00162	-2.054E-3	-1.4993E-3	0.00646
SC4_7487919	0.00454	0.00242	-2.5688E-3	9.9214E-5	0.00582
SC4_7508559	0.00621	0.00244	-2.6129E-3	-1.9437E-3	0.00164
SC4_7537390	0.00316	-2.0491E-3	-5.9471E-3	-2.7907E-3	0.00958
SC4_7537600	0.00381	-1.4397E-4	-5.718E-3	-2.9058E-3	0.00789
SC4_7540856	0.00426	-2.1466E-3	-3.0764E-3	-7.3863E-3	0.0051
SC4_7540871	0.00426	-2.1466E-3	-3.0764E-3	-7.3863E-3	0.0051
SC4_7540881	0.00426	-2.1466E-3	-3.0764E-3	-7.3863E-3	0.0051
SC4_7540887	0.00402	-2.2024E-3	-5.5042E-3	-7.0038E-3	0.00891
SC4_7542641	-1.7974E-3	0.00409	-6.4263E-3	-5.9268E-3	-5.469E-3
SC4_7581337	0.00507	-3.7375E-3	-8.4525E-3	-5.7131E-3	0.01212
SC4_7630855	0.00703	-3.2667E-3	9.0448E-4	-7.3126E-4	0.01043
SC4_7630856	0.00703	-3.2667E-3	9.0448E-4	-7.3126E-4	0.01043
SC4_7630858	0.00703	-3.2667E-3	9.0448E-4	-7.3126E-4	0.01043
SC4_7630863	0.00703	-3.2667E-3	9.0448E-4	-7.3126E-4	0.01043
SC4_7636449	0.00558	-1.0429E-3	-1.0354E-3	-2.0683E-4	0.0042
SC4_7636463	0.00252	-1.091E-3	-2.2687E-3	7.8531E-4	0.00443
SC4_7636487	0.00644	-9.6382E-4	-9.2363E-4	-3.1379E-3	0.00396
SC4_7636489	0.00528	-1.2339E-3	-1.1401E-3	-1.2567E-3	0.00469
SC4_7666600	0.00581	-2.0189E-3	0.00363	-3.3489E-3	0.00406
SC4_7666784	0.00613	-5.5794E-3	0.00252	-9.6802E-4	0.00657
SC4_7702283	0.00547	-8.8441E-4	0.00225	-2.4161E-3	0.00508
SC4_7702340	-9.1032E-4	-2.5515E-3	0.00515	-1.2771E-3	0.00322
SC4_7702359	-9.1032E-4	-2.5515E-3	0.00515	-1.2771E-3	0.00322
SC4_7702397	0.00507	-6.1786E-3	-3.6652E-4	-8.3616E-4	0.00194
SC4_7702413	0.00507	-6.1786E-3	-3.6652E-4	-8.3616E-4	0.00194
SC4_7702425	0.0059	-5.3017E-3	-1.8522E-4	-5.8071E-3	0.00135
SC4_7706512	0.00372	-1.5812E-3	0.00606	-1.7108E-3	0.00136
SC4_7752807	0.00543	-2.3294E-3	0.0044	-4.7163E-3	0.00312
SC4_7800060	0.00354	-1.0632E-2	-5.3179E-3	-7.1163E-3	0.0069
SC4_7804680	0.00465	-5.5164E-3	-1.5854E-3	0.0016	0.00574
SC4_7911780	0.00538	-4.9904E-5	0.00315	0.00444	-2.0231E-3
SC4_7911790	0.00694	-3.3791E-3	0.00233	-1.4797E-3	0.00102
SC4_7943236	0.00402	-4.2449E-3	-4.2073E-3	-3.4105E-3	0.0047
SC4_7967580	0.00844	0.0013	-4.1116E-3	0.00288	0.00668
SC4_7974529	0.0023	-6.988E-4	-2.065E-3	0.00283	0.00338
SC4_7983881	0.00427	-1.6743E-3	-3.5635E-3	-1.6263E-3	0.00457
SC4_7983977	0.00424	-1.337E-3	-3.508E-3	-2.5057E-3	0.00487
SC4_7984509	0.00355	7.7704E-5	-3.3539E-3	-1.7436E-3	0.00452
SC4_7984582	0.00408	-1.3022E-3	-3.6467E-3	-2.7565E-3	0.00496
SC4_7988555	0.00492	-1.1901E-3	-4.2146E-3	-1.0487E-3	0.00572
SC4_7988558	0.00747	-1.986E-3	-2.0793E-3	-8.0716E-3	0.0049
SC4_7988567	0.00492	-1.1901E-3	-4.2146E-3	-1.0487E-3	0.00572
SC4_7988568	0.00492	-1.1901E-3	-4.2146E-3	-1.0487E-3	0.00572
SC4_7988787	0.00493	-1.7017E-3	-4.4471E-3	-1.8974E-3	0.00766
SC4_7989094	0.00416	-1.2152E-3	-4.0951E-3	-2.159E-3	0.00587
SC4_7989114	0.00703	-1.1604E-3	-2.1456E-3	-1.0658E-2	0.00577
SC4_7989139	0.00416	-1.2152E-3	-4.0951E-3	-2.159E-3	0.00587
SC4_7993466	0.0024	-1.2138E-3	-3.3877E-3	-1.5497E-3	0.00452
SC4_7995035	0.00261	-4.4035E-3	-8.9413E-5	-3.483E-3	-5.2869E-3
SC4_7995042	5.9511E-6	0.00198	-5.5943E-3	0.00274	0.00277
SC4_8001751	0.00244	-2.1506E-4	-3.3778E-3	-5.4199E-4	0.0028
SC4_8001772	0.00796	0.00118	-2.6524E-3	0.00173	0.00582
SC4_8001783	0.00522	0.00201	0.00157	0.00373	0.0015
SC4_8063951	0.00387	-1.6605E-3	-1.5547E-3	-2.864E-3	0.00461
SC4_8070865	0.00141	0.00164	0.00574	-5.4051E-4	0.001
SC4_8070867	7.5139E-4	-1.5475E-3	9.283E-4	-7.7302E-4	-2.2895E-3
SC4_8086917	0.00483	-1.1102E-3	-6.8316E-4	-5.8108E-3	0.0058
SC4_8093416	0.00871	-1.9348E-3	-3.4123E-3	-8.9866E-3	0.00563
SC4_8119418	4.3722E-4	4.2052E-4	2.6334E-4	-1.6315E-4	-5.452E-5
SC4_8119622	0.00177	-2.1864E-3	0.00126	-6.0659E-4	-1.0277E-3
SC4_8119625	1.4784E-4	-1.7281E-3	2.1544E-4	0.00103	3.1544E-4
SC4_8119639	3.0621E-4	-9.4561E-4	0.00187	0.00266	-2.4543E-3
SC4_8141785	0.00512	0.00412	-7.7593E-4	-1.906E-3	0.00301
SC4_8146321	-3.5489E-4	-1.1061E-3	2.1086E-4	0.00117	-1.6179E-3
SC4_8146357	0.00182	7.6274E-4	0.00152	-3.0713E-3	-1.0622E-3
SC4_8199581	-2.0021E-3	0.00221	0.00199	0.00286	-6.1687E-4
SC4_8199597	0.00364	-1.0208E-4	-1.9169E-3	-3.6876E-3	0.00282
SC4_8199756	0.0045	-6.2594E-4	-2.5393E-3	-4.627E-3	0.00598
SC4_8223312	0.00587	-5.9117E-4	-2.5134E-3	-1.4075E-3	0.00677
SC4_8231009	0.00818	-1.6211E-3	0.00449	2.7751E-4	0.00697
SC4_8231151	0.00691	4.4252E-4	-1.9171E-3	-2.6055E-4	0.0067
SC4_8231152	0.00691	4.4252E-4	-1.9171E-3	-2.6055E-4	0.0067
SC4_8231190	0.00847	-4.5259E-4	0.00541	-5.3443E-3	0.00683
SC4_8231346	0.00618	-6.8237E-4	0.00513	0.00184	0.00596
SC4_8231349	0.00842	0.00123	0.0058	-2.9535E-3	0.00406
SC4_8231357	0.00757	4.0764E-4	0.00506	-2.8771E-3	0.00416
SC4_8231361	0.00757	4.0764E-4	0.00506	-2.8771E-3	0.00416
SC4_8231371	0.0021	0.00126	0.00658	0.00119	-8.0494E-4
SC4_8231530	9.8415E-4	0.0011	0.00466	0.0078	-7.7683E-4
SC4_8265065	-6.6173E-3	0.00233	-9.2291E-3	-1.5521E-3	-1.7628E-3
SC4_8290147	0.00547	-1.8612E-3	7.055E-4	0.00478	6.8416E-5
SC4_8290150	0.00547	-1.8612E-3	7.055E-4	0.00478	6.8416E-5
SC4_8291003	0.00249	-2.7673E-3	-7.1563E-4	0.00754	7.8853E-4
SC4_8291090	-3.5546E-3	0.00295	0.00169	-3.0954E-3	0.00415
SC4_8291677	-9.165E-4	0.00122	0.00582	-1.7708E-3	0.00188
SC4_8297370	0.00367	-9.7326E-4	5.1833E-4	-5.695E-3	3.0545E-4
SC4_8299072	0.00281	-2.3888E-3	8.468E-4	2.7391E-4	5.3649E-4
SC4_8299079	0.00215	0.00132	-2.0888E-3	-2.8357E-3	1.1363E-4
SC4_8299081	0.00215	0.00132	-2.0888E-3	-2.8357E-3	1.1363E-4
SC4_8299107	0.00253	-2.828E-3	2.2186E-5	-4.2884E-4	0.00248
SC4_8299657	0.00297	0.00161	-5.5381E-4	-1.782E-3	-2.2215E-3
SC4_8299688	0.00346	0.00191	-5.9355E-4	-2.0343E-3	-2.3461E-3
SC4_8299693	0.00346	0.00191	-5.9355E-4	-2.0343E-3	-2.3461E-3
SC4_8319500	0.00411	0.00219	0.00138	-4.6087E-3	-3.5161E-3
SC4_8344813	0.00315	-2.3844E-3	9.4098E-4	-3.0294E-3	-4.6553E-4
SC4_8360769	0.00338	-2.5932E-3	0.00291	-2.8694E-3	-5.6748E-3
SC4_8395910	-1.5593E-3	-2.6537E-3	0.00572	-1.0332E-3	-1.9166E-3
SC4_8397757	0.00197	0.0031	0.00289	-3.0422E-3	-1.4815E-4
SC4_8403251	0.00123	0.00409	0.00607	-6.6741E-3	0.00157
SC4_8403263	0.00123	0.00409	0.00607	-6.6741E-3	0.00157
SC4_8422644	-1.6297E-4	0.00307	0.00272	-3.8647E-3	0.00267
SC4_8424712	0.00209	-2.2876E-3	2.0302E-4	-6.4586E-3	-4.3431E-3
SC4_8424718	0.00209	-2.2876E-3	2.0302E-4	-6.4586E-3	-4.3431E-3
SC4_8437583	4.6736E-4	6.7641E-4	8.3117E-4	-2.0828E-3	4.0784E-5
SC4_8462304	8.2313E-4	-3.5927E-3	-1.8539E-3	-1.4315E-3	-1.849E-3
SC4_8465273	-3.4247E-3	0.00249	-1.0174E-2	5.2625E-4	0.00161
SC4_8472007	-5.0711E-4	9.9397E-4	1.5246E-5	0.00247	0.00109
SC4_8472601	-7.6259E-6	0.00343	-1.3155E-3	-2.4128E-3	0.00265
SC4_8472877	-3.1361E-3	0.00464	0.00863	-6.4773E-4	0.00854
SC4_8472892	-7.1298E-4	0.00301	-2.2096E-3	-2.8306E-3	0.00132
SC4_8472940	-2.1474E-3	0.0015	-3.3136E-3	-4.0918E-3	0.00149
SC4_8472961	-1.8172E-3	0.00316	0.00618	-4.1184E-3	0.00537
SC4_8472984	-2.0584E-3	0.00206	0.00583	-8.8233E-4	0.00652
SC4_8497784	0.00404	-8.5659E-3	0.00144	0.00771	-3.0576E-3
SC4_8497790	0.00404	-8.5659E-3	0.00144	0.00771	-3.0576E-3
SC4_8497992	0.00339	-7.1518E-3	-1.3914E-3	0.00965	-5.97E-4
SC4_8497995	0.00339	-7.1518E-3	-1.3914E-3	0.00965	-5.97E-4
SC4_8497998	0.00339	-7.1518E-3	-1.3914E-3	0.00965	-5.97E-4
SC4_8498025	0.00339	-7.1518E-3	-1.3914E-3	0.00965	-5.97E-4
SC4_8504845	0.00821	0.0013	0.0023	-3.268E-3	1.5572E-4
SC4_8504853	0.00821	0.0013	0.0023	-3.268E-3	1.5572E-4
SC4_8509613	-2.6246E-3	-3.2221E-3	0.0031	-2.8223E-3	-1.219E-3
SC4_8509629	-4.5945E-3	0.00448	-5.2241E-3	0.00404	0.00201
SC4_8509868	-6.1594E-3	0.00327	-2.1266E-3	0.00286	0.00217
SC4_8509931	0.00874	0.00178	0.00202	0.00444	0.00165
SC4_8510022	-2.2368E-3	0.00176	-4.3868E-4	-9.5E-4	-8.0038E-5
SC4_8528852	7.9042E-5	0.00129	-3.3079E-3	0.00661	-1.7666E-3
SC4_8529047	0.00153	0.0027	-2.3426E-3	0.00487	6.1634E-4
SC4_8529056	0.00153	0.0027	-2.3426E-3	0.00487	6.1634E-4
SC4_8529059	0.00153	0.0027	-2.3426E-3	0.00487	6.1634E-4
SC4_8563512	0.00107	-6.0653E-3	1.0832E-5	0.0029	-5.2207E-4
SC4_8563540	0.00638	0.00154	0.00165	0.0011	-1.3632E-3
SC4_8563584	0.00319	3.5164E-4	-1.2932E-3	0.00704	9.7123E-4
SC4_8563622	0.00319	3.5164E-4	-1.2932E-3	0.00704	9.7123E-4
SC4_8563631	0.00163	0.00478	-4.5517E-3	-4.5245E-3	4.0051E-4
SC4_8563637	0.00529	0.00746	-4.5156E-3	-1.9233E-3	4.7643E-4
SC4_8563642	0.00529	0.00746	-4.5156E-3	-1.9233E-3	4.7643E-4
SC4_8563741	0.00249	0.00227	6.7925E-4	0.0017	-5.7405E-4
SC4_8574594	-2.5157E-3	0.0061	-7.184E-3	0.00346	-2.6505E-3
SC4_8598642	-3.2489E-3	0.00526	-9.5146E-3	0.00421	-4.1877E-3
SC4_8622918	0.00188	-8.98E-3	-1.8348E-3	7.8103E-4	-2.5053E-4
SC4_8631400	-9.6348E-4	4.7315E-5	0.00491	-2.5219E-3	-9.7207E-4
SC4_8694225	0.00224	-7.0973E-3	8.766E-4	0.00919	0.00338
SC4_8694234	-2.9954E-3	0.00225	-4.8591E-3	-1.0811E-3	-2.324E-3
SC4_8694370	-3.3862E-3	0.00941	6.4668E-4	-3.1335E-4	-3.1372E-3
SC4_8694452	-3.4626E-3	0.00343	0.00354	-8.4581E-4	-4.1187E-3
SC4_8708381	5.8929E-4	0.00527	0.00899	-2.8139E-3	0.00123
SC4_8720762	0.0066	-3.4781E-3	-5.9397E-3	0.00598	-6.2737E-6
SC4_8720777	0.0066	-3.4781E-3	-5.9397E-3	0.00598	-6.2737E-6
SC4_8720785	0.0066	-3.4781E-3	-5.9397E-3	0.00598	-6.2737E-6
SC4_8751985	-2.9092E-3	6.0323E-4	-3.391E-3	-1.2793E-3	-3.6531E-3
SC4_8783577	-4.4684E-3	0.00195	-1.6873E-3	-2.4763E-3	-2.977E-3
SC4_8783704	-4.8618E-3	0.00156	-1.2514E-3	-1.9473E-3	-1.7062E-3
SC4_8798340	0.00294	-2.1036E-3	-9.6377E-4	-2.4988E-3	0.00541
SC4_8852317	-2.3098E-4	0.00525	0.00338	-3.4076E-3	0.00212
SC4_8852748	1.3387E-4	-2.2115E-3	0.00141	0.00235	0.00101
SC4_8853016	0.00302	0.01043	-7.998E-3	0.00358	-5.1534E-3
SC4_8853027	0.00302	0.01043	-7.998E-3	0.00358	-5.1534E-3
SC4_8867382	9.7228E-6	-3.1296E-4	-2.1074E-3	0.00266	0.00175
SC4_8867416	-3.4154E-4	-1.0816E-3	0.0019	0.00181	-1.4936E-3
SC4_8867423	9.7228E-6	-3.1296E-4	-2.1074E-3	0.00266	0.00175
SC4_8900151	-2.5229E-4	-2.641E-4	0.00137	-1.1764E-3	9.2623E-4
SC4_8915505	0.004	-8.4028E-3	0.00749	-3.1153E-4	0.00203
SC4_9001247	0.00754	3.1566E-4	-4.2143E-4	-7.0218E-3	-4.7362E-3
SC4_9021038	0.00239	9.4547E-4	-1.9294E-3	-1.8861E-3	0.0035
SC4_9021055	-1.8715E-3	-2.4543E-3	-1.5433E-3	0.00258	0.00102
SC4_9033847	-1.7945E-4	-3.1237E-4	-8.5068E-4	6.5366E-4	-6.0543E-3
SC4_9039945	0.00829	-4.617E-3	0.00128	-3.5277E-3	0.0021
SC4_9042307	-7.0427E-3	0.00242	-4.4579E-3	-6.779E-4	-2.4243E-3
SC4_9060241	0.00241	-3.3151E-3	-5.1316E-3	9.8613E-4	-6.0061E-4
SC4_9060544	4.111E-4	-9.9844E-4	-4.249E-3	-8.1657E-4	-4.9017E-3
SC4_9061518	-1.1065E-3	-2.5248E-3	-2.8376E-3	-3.2305E-4	-6.4824E-3
SC4_9061539	-1.0947E-3	-2.4365E-3	-2.975E-3	-4.6279E-4	-6.3101E-3
SC4_9061572	-1.1065E-3	-2.5248E-3	-2.8376E-3	-3.2305E-4	-6.4824E-3
SC4_9096934	-8.5056E-3	0.00597	0.00104	-5.8463E-5	0.00289
SC4_9098935	0.00231	-3.0186E-3	0.00978	-4.1916E-3	-3.5794E-3
SC4_9100259	3.7807E-4	-5.2482E-3	0.00676	-2.3163E-3	-1.8276E-3
SC4_9100290	-2.5861E-4	-1.7826E-3	0.00183	-1.6862E-3	-2.7731E-3
SC4_9115417	-4.8973E-4	-1.2414E-4	0.00794	-5.9233E-4	-3.8709E-4
SC4_9115554	0.00151	-1.4616E-3	0.00462	-7.1539E-3	-2.8039E-3
SC4_9145035	9.6E-4	-3.4932E-3	-8.2179E-4	3.8532E-4	-9.112E-4
SC4_9145056	8.8139E-4	-3.4581E-3	-1.0695E-3	3.8534E-4	-1.1757E-3
SC4_9145071	9.6E-4	-3.4932E-3	-8.2179E-4	3.8532E-4	-9.112E-4
SC4_9145089	0.00746	-2.8816E-3	-4.4168E-4	-1.8457E-3	0.00486
SC4_9199911	3.4285E-4	-4.6149E-3	2.7866E-4	-5.5192E-3	0.00351
SC4_9200406	-4.4884E-4	-5.4423E-3	-1.1507E-5	-1.7075E-3	0.00202
SC4_9216703	0.00585	0.00309	-3.7603E-3	0.00643	9.9556E-4
SC4_9216713	0.00585	0.00309	-3.7603E-3	0.00643	9.9556E-4
SC4_9234743	0.00841	-6.6416E-3	0.00302	0.00798	-4.4279E-3
SC4_9250781	0.00322	-7.5435E-3	0.00179	0.00344	-1.2178E-3
SC4_9256366	0.00791	-7.8066E-3	0.00393	0.00523	-3.6566E-3
SC4_9256414	0.00709	-7.1474E-3	0.00417	0.00541	-4.7019E-3
SC4_9256420	0.00659	-6.9898E-3	0.00424	0.00623	-4.7414E-3
SC4_9265276	0.00423	-5.9081E-4	0.00621	0.0062	0.00218
SC4_9298362	-1.4369E-3	-4.2555E-3	0.00192	0.00495	0.00593
SC4_9324808	0.00222	0.00397	-7.191E-3	-1.0569E-2	0.00198
SC4_9324865	0.0029	-7.5909E-5	-1.2101E-3	-4.151E-3	-9.5483E-4
SC4_9326908	0.00383	0.00354	-6.4129E-3	-1.0675E-2	0.00448
SC4_9336044	0.00678	0.00182	-4.0901E-3	-9.389E-3	0.00505
SC4_9336611	0.00407	-3.6646E-5	-2.7442E-3	9.8279E-4	0.00745
SC4_9336672	0.0075	0.002	-1.3522E-3	-6.4922E-3	0.00556
SC4_9339532	-5.1965E-3	0.00454	3.8847E-4	-3.0959E-3	-6.9385E-3
SC4_9339562	-5.1965E-3	0.00454	3.8847E-4	-3.0959E-3	-6.9385E-3
SC4_9339628	0.00444	5.6406E-4	0.00142	0.00204	-2.1354E-3
SC4_9361919	0.00574	-9.571E-3	-5.7988E-4	0.00229	-2.2882E-3
SC4_9361920	0.00611	-9.2422E-3	4.5195E-4	0.00305	-3.9762E-3
SC4_9361921	0.00611	-9.2422E-3	4.5195E-4	0.00305	-3.9762E-3
SC4_9375434	-6.0701E-4	0.00592	-4.6395E-3	-5.3932E-3	6.8757E-4
SC4_9409714	5.2942E-4	0.00592	-2.7532E-3	-3.4761E-5	-3.9363E-3
SC4_9409734	5.2942E-4	0.00592	-2.7532E-3	-3.4761E-5	-3.9363E-3
SC4_9410303	-2.2487E-4	0.00615	-5.9604E-3	-5.0836E-3	-4.2304E-3
SC4_9480208	1.8551E-4	0.00772	0.00412	-4.0784E-3	0.00155
SC4_9480424	-5.2087E-3	0.00417	-6.8158E-3	0.00282	-3.5413E-3
SC4_9480497	9.3228E-4	-8.5599E-3	0.00261	8.9418E-4	4.7396E-4
SC4_9484580	0.00285	0.00108	-8.769E-4	-9.0981E-4	-1.5506E-3
SC4_9507702	0.00125	4.9015E-5	2.8391E-4	-7.7527E-4	0.00339
SC4_9508079	-1.3245E-3	0.00665	0.00491	-4.1155E-3	0.00494
SC4_9508084	-1.3245E-3	0.00665	0.00491	-4.1155E-3	0.00494
SC4_9508164	0.00341	-1.0926E-2	0.00184	0.0011	1.4046E-4
SC4_9553429	0.00206	0.00557	0.00447	-1.7082E-3	0.00651
SC4_9553478	-3.7841E-3	0.00443	0.00533	-6.4192E-3	0.00882
SC4_9554231	0.0046	0.0045	0.00323	-3.0089E-3	-1.7436E-3
SC4_9605103	0.00229	-7.165E-3	0.0025	0.00162	-3.0386E-3
SC4_9605118	0.00229	-7.165E-3	0.0025	0.00162	-3.0386E-3
SC4_9609026	0.00359	0.00239	-7.3952E-4	-1.9777E-3	-1.3469E-3
SC4_9615890	-6.3741E-4	0.0029	-4.1936E-3	-4.1229E-3	-2.3625E-3
SC4_9615981	0.0028	-6.403E-3	0.00155	0.00193	-3.24E-3
SC4_9634902	0.00519	-3.645E-3	-3.8902E-3	0.00422	-2.809E-3
SC4_9667870	0.00215	0.00217	5.8193E-4	0.00348	-5.0695E-3
SC4_9677790	0.00206	-5.3466E-3	0.00889	2.8447E-4	0.00675
SC4_9677812	0.00206	-5.3466E-3	0.00889	2.8447E-4	0.00675
SC4_9696332	0.00712	4.6079E-4	0.00814	-2.065E-3	0.00761
SC4_9696338	0.00713	5.4903E-4	0.008	-2.2047E-3	0.00778
SC4_9756307	0.00109	0.00178	-2.772E-3	0.00684	-4.5747E-3
SC4_9779084	0.00342	7.0117E-6	0.00631	0.00592	3.1156E-4
SC4_9781307	0.0023	7.7162E-4	0.00589	0.00551	0.00152
SC4_9781521	0.00185	-1.5653E-4	0.01046	0.00473	0.00326
SC4_9806321	0.00219	0.0012	-9.0476E-4	-3.0102E-3	-3.6203E-3
SC4_9806488	0.00378	0.00212	0.00192	-7.3382E-3	-7.5159E-3
SC4_9806495	-4.798E-4	-1.2461E-3	-6.5262E-3	0.00118	0.00337
SC4_9806518	0.00366	0.00242	0.00223	-5.5846E-3	-7.4191E-3
SC4_9812585	0.00291	2.3208E-4	7.138E-4	-4.5806E-3	-4.5815E-3
SC4_9816926	0.00453	-5.4034E-3	-7.3033E-5	-2.2258E-3	0.00362
SC4_9823003	0.00289	-5.653E-3	4.9372E-4	-2.5872E-4	-1.1927E-3
SC4_9825538	0.00505	-4.0911E-4	0.00493	0.0042	0.00143
SC4_9874587	-1.4638E-3	6.5158E-5	-3.5716E-3	-6.4249E-3	0.00793
SC4_9877933	0.00248	-5.5343E-3	0.00667	-7.3588E-4	-9.1844E-5
SC4_9902812	-9.7286E-4	-4.6419E-3	0.00627	0.0051	-4.5586E-3
SC4_9902814	-9.7286E-4	-4.6419E-3	0.00627	0.0051	-4.5586E-3
SC4_9938398	-4.3859E-3	0.00496	0.00185	6.2045E-4	0.0015
SC4_9952567	0.00619	-8.9179E-3	0.00712	0.00152	-1.3586E-3
SC4_9952578	0.00221	-1.5051E-3	-4.117E-3	-1.3075E-3	0.00524
SC4_9952610	0.00619	-8.9179E-3	0.00712	0.00152	-1.3586E-3
SC4_10021653	0.00105	-9.7617E-4	-1.4109E-3	0.00163	0.00509
SC4_10040157	-2.1288E-3	0.00585	-2.2599E-3	0.00372	-3.5421E-4
SC4_10124587	0.00532	-4.2267E-3	1.1142E-4	-4.6053E-3	0.00244
SC4_10128349	4.0355E-4	4.3321E-4	-3.0602E-3	-4.0064E-3	-2.3782E-4
SC4_10128362	4.0355E-4	4.3321E-4	-3.0602E-3	-4.0064E-3	-2.3782E-4
SC4_10128365	-3.5961E-4	0.00153	-2.0218E-3	0.0025	0.00103
SC4_10128367	0.00109	-3.2731E-3	-1.6046E-3	-3.8427E-3	-9.8739E-4
SC4_10135507	0.0101	0.00212	9.1638E-4	0.00621	-4.0142E-4
SC4_10135509	0.0047	-7.6553E-4	-2.067E-4	-1.3945E-3	0.00194
SC4_10142240	0.00427	-8.8752E-3	0.00785	-4.5067E-3	0.00143
SC4_10142241	0.00427	-8.8752E-3	0.00785	-4.5067E-3	0.00143
SC4_10164888	0.00312	-9.2044E-3	0.00843	-1.9112E-3	0.00109
SC4_10165462	0.00198	-2.5635E-3	-5.7601E-3	0.00231	0.00152
SC4_10175781	0.00556	-8.4196E-3	-4.8472E-3	9.6242E-4	0.0033
SC4_10177251	0.00436	-9.1394E-3	0.00871	-1.1013E-3	0.00187
SC4_10220992	0.01044	-1.2143E-4	-3.1218E-3	1.3818E-4	0.00296
SC4_10221007	0.01044	-1.2143E-4	-3.1218E-3	1.3818E-4	0.00296
SC4_10221019	0.01044	-1.2143E-4	-3.1218E-3	1.3818E-4	0.00296
SC4_10221353	0.00969	0.00585	0.00129	-7.4937E-4	-1.8166E-3
SC4_10222481	0.01187	0.00103	-1.3201E-3	-8.6243E-4	0.00187
SC4_10222495	0.00699	-2.4942E-3	-3.7026E-3	-9.0967E-4	0.00391
SC4_10245261	0.00216	0.00312	-2.725E-4	0.00323	-1.3578E-3
SC4_10245263	0.00272	0.00181	0.00222	-4.3094E-3	-1.2751E-3
SC4_10245266	-1.6306E-3	-3.6029E-4	0.00184	-1.0156E-3	8.3809E-4
SC4_10245299	-8.5691E-5	-9.8657E-4	8.608E-4	7.8748E-4	-7.9613E-4
SC4_10245763	-1.6701E-4	-4.5265E-3	0.00226	-2.1688E-3	0.00425
SC4_10296905	0.00313	-5.3432E-3	-4.8359E-3	-2.0764E-3	-6.6343E-3
SC4_10311297	-1.571E-3	0.00251	-4.4708E-3	-4.1191E-4	-3.0822E-3
SC4_10311508	0.00229	-2.0772E-3	4.0841E-4	-1.3804E-3	-2.5652E-3
SC4_10351568	-1.133E-2	0.00742	-6.7876E-3	-9.6417E-5	-2.6015E-4
SC4_10354380	0.00327	-4.2528E-3	0.00621	0.00221	0.00101
SC4_10355640	0.0062	-2.8457E-3	-1.8484E-4	0.00192	-2.879E-3
SC4_10355856	0.00838	-7.3613E-3	0.00817	0.00114	-9.6792E-4
SC4_10391191	0.00415	-2.4959E-3	0.00185	0.00549	-8.3666E-4
SC4_10391229	-7.1317E-3	0.00566	-5.5578E-3	-4.0364E-4	-2.6782E-4
SC4_10391358	-9.7742E-3	0.00555	-5.6311E-3	5.6881E-5	0.00222
